name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
Rodina,Elliptic Games,"Elliptic Games,Elliptic Games","Early Access,Space,Exploration,Open World,Indie,Sci-fi,Sandbox,Action,Early Access,Singleplayer,Space Sim,Adventure,Great Soundtrack,First-Person,Atmospheric,Simulation,Procedural Generation,Story Rich,Aliens,Fast-Paced","Single-player,Partial Controller Support,Steam Cloud","Action,Indie,Early Access",rodina,"Action,Indie,Early AccessElliptic Games,Elliptic GamesElliptic Games","Action,Indie,Early AccessEarly Access,Space,Exploration,Open World,Indie,Sci-fi,Sandbox,Action,Early Access,Singleplayer,Space Sim,Adventure,Great Soundtrack,First-Person,Atmospheric,Simulation,Procedural Generation,Story Rich,Aliens,Fast-PacedElliptic Games","Action,Indie,Early AccessEarly Access,Space,Exploration,Open World,Indie,Sci-fi,Sandbox,Action,Early Access,Singleplayer,Space Sim,Adventure,Great Soundtrack,First-Person,Atmospheric,Simulation,Procedural Generation,Story Rich,Aliens,Fast-PacedSingle-player,Partial Controller Support,Steam Cloud","Action,Indie,Early AccessElliptic Games,Elliptic GamesElliptic GamesSingle-player,Partial Controller Support,Steam Cloud"
Rebuild 3: Gangs of Deadsville,"Northway Games,Sarah Northway","Northway Games,Northway Games","Strategy,Zombies,Survival,Simulation,Indie,Turn-Based,Post-apocalyptic,Singleplayer,Management,City Builder,Base Building,Sandbox,RPG,Building,Turn-Based Strategy,4X,Resource Management,Real-Time with Pause,Story Rich,Kickstarter","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Indie,Simulation,Strategy",rebuild3gangsofdeadsville,"Indie,Simulation,StrategyNorthway Games,Northway GamesNorthway Games,Sarah Northway","Indie,Simulation,StrategyStrategy,Zombies,Survival,Simulation,Indie,Turn-Based,Post-apocalyptic,Singleplayer,Management,City Builder,Base Building,Sandbox,RPG,Building,Turn-Based Strategy,4X,Resource Management,Real-Time with Pause,Story Rich,KickstarterNorthway Games,Sarah Northway","Indie,Simulation,StrategyStrategy,Zombies,Survival,Simulation,Indie,Turn-Based,Post-apocalyptic,Singleplayer,Management,City Builder,Base Building,Sandbox,RPG,Building,Turn-Based Strategy,4X,Resource Management,Real-Time with Pause,Story Rich,KickstarterSingle-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Indie,Simulation,StrategyNorthway Games,Northway GamesNorthway Games,Sarah NorthwaySingle-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
Gemini Rue,Joshua Neurnberger,"Wadjet Eye Games,Wadjet Eye Games","Point & Click,Adventure,Sci-fi,Noir,Cyberpunk,Indie,Story Rich,Pixel Graphics,Dystopian,Detective,Atmospheric,Singleplayer,Retro,2D,Great Soundtrack,Futuristic,Masterpiece,Puzzle,Action,Mystery","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",geminirue,"Adventure,IndieWadjet Eye Games,Wadjet Eye GamesJoshua Neurnberger","Adventure,IndiePoint & Click,Adventure,Sci-fi,Noir,Cyberpunk,Indie,Story Rich,Pixel Graphics,Dystopian,Detective,Atmospheric,Singleplayer,Retro,2D,Great Soundtrack,Futuristic,Masterpiece,Puzzle,Action,MysteryJoshua Neurnberger","Adventure,IndiePoint & Click,Adventure,Sci-fi,Noir,Cyberpunk,Indie,Story Rich,Pixel Graphics,Dystopian,Detective,Atmospheric,Singleplayer,Retro,2D,Great Soundtrack,Futuristic,Masterpiece,Puzzle,Action,MysterySingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,IndieWadjet Eye Games,Wadjet Eye GamesJoshua NeurnbergerSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,"SNK CORPORATION,Code Mystics","SNK CORPORATION,SNK CORPORATION","Fighting,2D Fighter,Action,Arcade,Anime,Classic,Great Soundtrack,Pixel Graphics,Multiplayer","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards",Action,thekingoffighters2002unlimitedmatch,"ActionSNK CORPORATION,SNK CORPORATIONSNK CORPORATION,Code Mystics","ActionFighting,2D Fighter,Action,Arcade,Anime,Classic,Great Soundtrack,Pixel Graphics,MultiplayerSNK CORPORATION,Code Mystics","ActionFighting,2D Fighter,Action,Arcade,Anime,Classic,Great Soundtrack,Pixel Graphics,MultiplayerSingle-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","ActionSNK CORPORATION,SNK CORPORATIONSNK CORPORATION,Code MysticsSingle-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards"
Resident Evil: Operation Raccoon City,Slant Six Games,"Capcom Co. Ltd,Capcom Co. Ltd","Action,Zombies,Multiplayer,Co-op,Horror,Third-Person Shooter,Third Person,Singleplayer,Shooter,Survival Horror,Female Protagonist","Single-player,Multi-player,Co-op,Full controller support",Action,residenteviloperationraccooncity,"ActionCapcom Co. Ltd,Capcom Co. LtdSlant Six Games","ActionAction,Zombies,Multiplayer,Co-op,Horror,Third-Person Shooter,Third Person,Singleplayer,Shooter,Survival Horror,Female ProtagonistSlant Six Games","ActionAction,Zombies,Multiplayer,Co-op,Horror,Third-Person Shooter,Third Person,Singleplayer,Shooter,Survival Horror,Female ProtagonistSingle-player,Multi-player,Co-op,Full controller support","ActionCapcom Co. Ltd,Capcom Co. LtdSlant Six GamesSingle-player,Multi-player,Co-op,Full controller support"
Hylics,Mason Lindroth,"Mason Lindroth,Mason Lindroth","Indie,RPG,Surreal,Abstract,RPGMaker,Great Soundtrack,Atmospheric,JRPG,Psychedelic,Singleplayer",Single-player,"Indie,RPG",hylics,"Indie,RPGMason Lindroth,Mason LindrothMason Lindroth","Indie,RPGIndie,RPG,Surreal,Abstract,RPGMaker,Great Soundtrack,Atmospheric,JRPG,Psychedelic,SingleplayerMason Lindroth","Indie,RPGIndie,RPG,Surreal,Abstract,RPGMaker,Great Soundtrack,Atmospheric,JRPG,Psychedelic,SingleplayerSingle-player","Indie,RPGMason Lindroth,Mason LindrothMason LindrothSingle-player"
Way of the Samurai 4,ACQUIRE Corp.,"Ghostlight LTD,Ghostlight LTD","Swordplay,Character Customization,Action,Multiple Endings,Choices Matter,RPG,Adventure,Open World,Singleplayer,Sandbox,Hack and Slash,Action RPG,Third Person,JRPG,Historical,Replay Value,Anime,Funny,Comedy,Female Protagonist","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure",wayofthesamurai4,"Action,AdventureGhostlight LTD,Ghostlight LTDACQUIRE Corp.","Action,AdventureSwordplay,Character Customization,Action,Multiple Endings,Choices Matter,RPG,Adventure,Open World,Singleplayer,Sandbox,Hack and Slash,Action RPG,Third Person,JRPG,Historical,Replay Value,Anime,Funny,Comedy,Female ProtagonistACQUIRE Corp.","Action,AdventureSwordplay,Character Customization,Action,Multiple Endings,Choices Matter,RPG,Adventure,Open World,Singleplayer,Sandbox,Hack and Slash,Action RPG,Third Person,JRPG,Historical,Replay Value,Anime,Funny,Comedy,Female ProtagonistSingle-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,AdventureGhostlight LTD,Ghostlight LTDACQUIRE Corp.Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
Ziggurat,Milkstone Studios,"Milkstone Studios,Milkstone Studios","FPS,Rogue-lite,Procedural Generation,Magic,Action,Rogue-like,Perma Death,Indie,Shooter,Difficult,Replay Value,Dungeon Crawler,RPG,Arena Shooter,Fast-Paced,Exploration,Loot,Cartoony,Funny,Multiple Endings","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Indie,RPG",ziggurat,"Action,Indie,RPGMilkstone Studios,Milkstone StudiosMilkstone Studios","Action,Indie,RPGFPS,Rogue-lite,Procedural Generation,Magic,Action,Rogue-like,Perma Death,Indie,Shooter,Difficult,Replay Value,Dungeon Crawler,RPG,Arena Shooter,Fast-Paced,Exploration,Loot,Cartoony,Funny,Multiple EndingsMilkstone Studios","Action,Indie,RPGFPS,Rogue-lite,Procedural Generation,Magic,Action,Rogue-like,Perma Death,Indie,Shooter,Difficult,Replay Value,Dungeon Crawler,RPG,Arena Shooter,Fast-Paced,Exploration,Loot,Cartoony,Funny,Multiple EndingsSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Indie,RPGMilkstone Studios,Milkstone StudiosMilkstone StudiosSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards"
Thomas Was Alone,Bithell Games,"Bithell Games,Bithell Games","Platformer,Indie,Narration,Minimalist,Puzzle,Great Soundtrack,Puzzle-Platformer,Story Rich,2D,Atmospheric,Singleplayer,Funny,Family Friendly,Comedy,Short,Casual,Adventure,Colorful,Masterpiece,Relaxing","Single-player,Steam Achievements,Full controller support",Indie,thomaswasalone,"IndieBithell Games,Bithell GamesBithell Games","IndiePlatformer,Indie,Narration,Minimalist,Puzzle,Great Soundtrack,Puzzle-Platformer,Story Rich,2D,Atmospheric,Singleplayer,Funny,Family Friendly,Comedy,Short,Casual,Adventure,Colorful,Masterpiece,RelaxingBithell Games","IndiePlatformer,Indie,Narration,Minimalist,Puzzle,Great Soundtrack,Puzzle-Platformer,Story Rich,2D,Atmospheric,Singleplayer,Funny,Family Friendly,Comedy,Short,Casual,Adventure,Colorful,Masterpiece,RelaxingSingle-player,Steam Achievements,Full controller support","IndieBithell Games,Bithell GamesBithell GamesSingle-player,Steam Achievements,Full controller support"
Puzzle Agent 2,Telltale Games,"Telltale Games,Telltale Games","Puzzle,Adventure,Point & Click,Detective,Casual,Comedy,Mystery,Singleplayer,Surreal,Conspiracy,Funny,Short,Touch-Friendly,Atmospheric,Hand-drawn,2D,Great Soundtrack,Interactive Fiction,Stylized,Exploration","Single-player,Steam Achievements","Adventure,Casual",puzzleagent2,"Adventure,CasualTelltale Games,Telltale GamesTelltale Games","Adventure,CasualPuzzle,Adventure,Point & Click,Detective,Casual,Comedy,Mystery,Singleplayer,Surreal,Conspiracy,Funny,Short,Touch-Friendly,Atmospheric,Hand-drawn,2D,Great Soundtrack,Interactive Fiction,Stylized,ExplorationTelltale Games","Adventure,CasualPuzzle,Adventure,Point & Click,Detective,Casual,Comedy,Mystery,Singleplayer,Surreal,Conspiracy,Funny,Short,Touch-Friendly,Atmospheric,Hand-drawn,2D,Great Soundtrack,Interactive Fiction,Stylized,ExplorationSingle-player,Steam Achievements","Adventure,CasualTelltale Games,Telltale GamesTelltale GamesSingle-player,Steam Achievements"
The Age of Decadence,Iron Tower Studio,"Iron Tower Studio,Iron Tower Studio","RPG,Turn-Based,Turn-Based Combat,Indie,Choices Matter,Post-apocalyptic,Story Rich,Tactical,Isometric,Fantasy,Singleplayer,CRPG,Difficult,Alternate History,Rome,Atmospheric,Dark Fantasy,Early Access,Adventure,Open World","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPG",theageofdecadence,"Indie,RPGIron Tower Studio,Iron Tower StudioIron Tower Studio","Indie,RPGRPG,Turn-Based,Turn-Based Combat,Indie,Choices Matter,Post-apocalyptic,Story Rich,Tactical,Isometric,Fantasy,Singleplayer,CRPG,Difficult,Alternate History,Rome,Atmospheric,Dark Fantasy,Early Access,Adventure,Open WorldIron Tower Studio","Indie,RPGRPG,Turn-Based,Turn-Based Combat,Indie,Choices Matter,Post-apocalyptic,Story Rich,Tactical,Isometric,Fantasy,Singleplayer,CRPG,Difficult,Alternate History,Rome,Atmospheric,Dark Fantasy,Early Access,Adventure,Open WorldSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPGIron Tower Studio,Iron Tower StudioIron Tower StudioSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
Citizens of Earth,Eden Industries,"SEGA,SEGA","RPG,Comedy,Turn-Based,Cartoony,2D,Singleplayer,Retro,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",RPG,citizensofearth,"RPGSEGA,SEGAEden Industries","RPGRPG,Comedy,Turn-Based,Cartoony,2D,Singleplayer,Retro,IndieEden Industries","RPGRPG,Comedy,Turn-Based,Cartoony,2D,Singleplayer,Retro,IndieSingle-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","RPGSEGA,SEGAEden IndustriesSingle-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
Brothers in Arms: Road to Hill 30™,Gearbox Software,"Ubisoft,Ubisoft","Action,FPS,World War II,Tactical,Singleplayer,Military,Multiplayer,Historical,Shooter,War,Strategy,Story Rich,Masterpiece,Classic,Atmospheric",Single-player,Action,brothersinarmsroadtohill30,"ActionUbisoft,UbisoftGearbox Software","ActionAction,FPS,World War II,Tactical,Singleplayer,Military,Multiplayer,Historical,Shooter,War,Strategy,Story Rich,Masterpiece,Classic,AtmosphericGearbox Software","ActionAction,FPS,World War II,Tactical,Singleplayer,Military,Multiplayer,Historical,Shooter,War,Strategy,Story Rich,Masterpiece,Classic,AtmosphericSingle-player","ActionUbisoft,UbisoftGearbox SoftwareSingle-player"
Grow Home,"Reflections, a Ubisoft Studio","Ubisoft,Ubisoft","Open World,Adventure,Singleplayer,Exploration,Robots,Casual,3D Platformer,Cute,Parkour,Sandbox,Third Person,Indie,Short,Platformer,Relaxing,Funny,Physics,Atmospheric,Controller,Great Soundtrack","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",growhome,"Adventure,Casual,IndieUbisoft,UbisoftReflections, a Ubisoft Studio","Adventure,Casual,IndieOpen World,Adventure,Singleplayer,Exploration,Robots,Casual,3D Platformer,Cute,Parkour,Sandbox,Third Person,Indie,Short,Platformer,Relaxing,Funny,Physics,Atmospheric,Controller,Great SoundtrackReflections, a Ubisoft Studio","Adventure,Casual,IndieOpen World,Adventure,Singleplayer,Exploration,Robots,Casual,3D Platformer,Cute,Parkour,Sandbox,Third Person,Indie,Short,Platformer,Relaxing,Funny,Physics,Atmospheric,Controller,Great SoundtrackSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual,IndieUbisoft,UbisoftReflections, a Ubisoft StudioSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
Agarest: Generations of War,Idea Factory,"Ghostlight LTD,Ghostlight LTD","JRPG,RPG,Anime,Strategy,Turn-Based,Fantasy,Strategy RPG,Adventure,Tactical RPG,Turn-Based Strategy,Singleplayer,Tactical,Visual Novel,Character Customization,Romance,Dating Sim,Controller,Story Rich,Nudity","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Adventure,RPG,Strategy",agarestgenerationsofwar,"Adventure,RPG,StrategyGhostlight LTD,Ghostlight LTDIdea Factory","Adventure,RPG,StrategyJRPG,RPG,Anime,Strategy,Turn-Based,Fantasy,Strategy RPG,Adventure,Tactical RPG,Turn-Based Strategy,Singleplayer,Tactical,Visual Novel,Character Customization,Romance,Dating Sim,Controller,Story Rich,NudityIdea Factory","Adventure,RPG,StrategyJRPG,RPG,Anime,Strategy,Turn-Based,Fantasy,Strategy RPG,Adventure,Tactical RPG,Turn-Based Strategy,Singleplayer,Tactical,Visual Novel,Character Customization,Romance,Dating Sim,Controller,Story Rich,NuditySingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Adventure,RPG,StrategyGhostlight LTD,Ghostlight LTDIdea FactorySingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
Rise of Flight United,777 Studios,"1C-777,1C-777","Simulation,Flight,World War I,Free to Play,Multiplayer,Historical,Singleplayer,Action,Realistic,War,Shooter,World War II","Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats","Free to Play,Simulation",riseofflightunited,"Free to Play,Simulation1C-777,1C-777777 Studios","Free to Play,SimulationSimulation,Flight,World War I,Free to Play,Multiplayer,Historical,Singleplayer,Action,Realistic,War,Shooter,World War II777 Studios","Free to Play,SimulationSimulation,Flight,World War I,Free to Play,Multiplayer,Historical,Singleplayer,Action,Realistic,War,Shooter,World War IISingle-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats","Free to Play,Simulation1C-777,1C-777777 StudiosSingle-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats"
Flying Tigers: Shadows Over China,ACE MADDOX,"ACE MADDOX,ACE MADDOX","Flight,World War II,Action,Simulation,Indie,Shooter,Multiplayer,Arcade,Casual,Adventure,Historical,Controller,Third Person,Singleplayer,Military,Replay Value,Competitive,Great Soundtrack,Atmospheric,Early Access","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Casual,Indie,Simulation",flyingtigersshadowsoverchina,"Action,Adventure,Casual,Indie,SimulationACE MADDOX,ACE MADDOXACE MADDOX","Action,Adventure,Casual,Indie,SimulationFlight,World War II,Action,Simulation,Indie,Shooter,Multiplayer,Arcade,Casual,Adventure,Historical,Controller,Third Person,Singleplayer,Military,Replay Value,Competitive,Great Soundtrack,Atmospheric,Early AccessACE MADDOX","Action,Adventure,Casual,Indie,SimulationFlight,World War II,Action,Simulation,Indie,Shooter,Multiplayer,Arcade,Casual,Adventure,Historical,Controller,Third Person,Singleplayer,Military,Replay Value,Competitive,Great Soundtrack,Atmospheric,Early AccessSingle-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Casual,Indie,SimulationACE MADDOX,ACE MADDOXACE MADDOXSingle-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Steam Leaderboards"
Toy Soldiers: Complete,"Signal Studios,Krome Studios","Signal Studios,Signal Studios","Tower Defense,Action,Strategy,Casual,Indie,Simulation,Multiplayer,Co-op,Cold War,Shooter,War,Singleplayer,Arcade,World War I,Local Co-Op","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Casual,Indie,Simulation,Strategy",toysoldierscomplete,"Action,Casual,Indie,Simulation,StrategySignal Studios,Signal StudiosSignal Studios,Krome Studios","Action,Casual,Indie,Simulation,StrategyTower Defense,Action,Strategy,Casual,Indie,Simulation,Multiplayer,Co-op,Cold War,Shooter,War,Singleplayer,Arcade,World War I,Local Co-OpSignal Studios,Krome Studios","Action,Casual,Indie,Simulation,StrategyTower Defense,Action,Strategy,Casual,Indie,Simulation,Multiplayer,Co-op,Cold War,Shooter,War,Singleplayer,Arcade,World War I,Local Co-OpSingle-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Casual,Indie,Simulation,StrategySignal Studios,Signal StudiosSignal Studios,Krome StudiosSingle-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
